,utterance_id,turn_id,chat_id,datetime,user_utterance,valence,label,sublabel,bot_action,bot_datetime,bot_utterance,user_rating,user_rating_explanation,valence_new,label_new,sublabel_new,user_utterance_english,bot_utterance_english,Contained technical issue
674,675,12,58.0,2023-08-08 14:45:06.162673,"Ich denke, ich werde versuchen mir kleine Zeitintervalle abzugrenzen, in denen ich mich fest auf eine Sache konzentriere.",change,Commitment,,Goodbye,2023-08-08 14:45:08.041357,"Vielen Dank für deine Offenheit in unserem Gespräch. 
                            Ich hoffe es hat dir dabei geholfen, deinem Ziel zumindest gedanklich etwas näher zu kommen.",,,change,Commitment,,I think I'm going to try to delineate small time intervals where I'm focused on one thing.,Thank you for your openness in our conversation. I hope it helped you at least to get a little closer to your goal.,0.0
675,676,1,59.0,2023-08-08 14:48:33.463138,start,Follow/Neutral,,,,2023-08-08 14:48:35.342126,"Hallo! Ich bin MIcha, dein Motivations-Chatbot. 
                            Mein Ziel ist es, dir dabei zu helfen, dein Verhalten zu reflektieren und dich dabei zu unterstützen dir einen Plan für deine Verhaltensänderung zu erarbeiten. 
                            Bitte denke über meine Fragen genau nach und sieh sie vorwiegend als Gedankenanstöße, die dich mental näher an dein Ziel bringen. 
                            Ich bin nicht dafür da, dir Tipps oder Handlungsempfehlungen zu geben, sondern dafür, dir über deine Beweggründe und Werte klar zu werden. 
                                
                            Über welche Verhaltensänderung möchtest du heute sprechen?",,,Follow/Neutral,,,Start,"Hi! I'm MIcha, your motivational chatbot. My goal is to help you reflect on your behavior and help you develop a plan for your behavioral change. Please think carefully about my questions and see them primarily as thought impulses that bring you mentally closer to your goal. I'm not here to give you tips or recommendations for action, but to get clear about your motives and values. What behavioral change do you want to talk about today?",0.0
676,677,2,59.0,2023-08-08 14:49:08.314683,Ich möchte nachhaltiger leben,change,Reason,desire,,2023-08-08 14:49:10.373384,"Du möchtest also nachhaltiger leben. Kannst du mir etwas darüber erzählen, warum dir diese Veränderung wichtig ist?",,,change,Reason,desire,I want to live more sustainably,So you want to live more sustainably. Can you tell me something about why this change is important to you?,0.0
677,678,3,59.0,2023-08-08 14:49:41.316927,Na so kanns ja nicht weiter gehen,change,Reason,General Reason,,2023-08-08 14:49:45.411977,Wie bereit bist du auf einer Skala von 0 (überhaupt nicht) bis 10 (sehr) diese Veränderung durchzuführen?,,,change,Reason,General Reason,"Well, it can't go on like this",How ready are you to perform this change on a scale from 0 (not at all) to 10 (very)?,0.0
678,679,4,59.0,2023-08-08 14:49:54.144969,0,Follow/Neutral,,,,2023-08-08 14:49:56.03639,Eine 0. Das klingt als stündest du dieser Veränderung überhaupt nicht zuversichtlich gegenüber. Erzähl mir bitte mehr über deine Einstellung. Warum hast du nicht 1 oder mehr angegeben?,,,Follow/Neutral,,,0,A 0. That sounds like you're not confident about this change at all. Please tell me more about your attitude. Why didn't you say 1 or more?,0.0
679,680,5,59.0,2023-08-08 14:50:32.114711,"Ich tue aktiv nichts, denke nur darüber nach",change,Reason,General Reason,,2023-08-08 14:50:46.036436,"Es ist toll, dass du bereits darüber nachdenkst und es ist absolut okay, wenn du noch keinen konkreten Schritte unternommen hast. Jede Reise beginnt mit dem ersten Schritt und es ist wichtig, dass du dir die Zeit nimmst, um deine Gedanken und Gefühle in Bezug auf diese Veränderung zu erkunden. 

Was glaubst du würde dich dazu motivieren, den ersten Schritt in Richtung eines nachhaltiger",schlecht/unpassend,"Aufbauend gemeint, aber nutzloser Satz.",change,Reason,General Reason,"I'm not actively doing anything, just thinking about it",It's great that you're already thinking about it and it's absolutely okay if you haven't taken any concrete steps yet. Every journey starts with the first step and it's important that you take the time to explore your thoughts and feelings about this change. What do you think would motivate you to take the first step towards a sustainable,0.0
680,681,6,59.0,2023-08-08 14:52:23.91312,Das weis ich ja eben nicht,Follow/Neutral,,,,2023-08-08 14:52:32.642078,"Das ist völlig okay. Veränderungen sind oft schwierig und es kann dauern, bis wir wissen, wie wir anfangen sollen. Lass uns gemeinsam darüber nachdenken. 

Was könnte der kleinste, einfachste Schritt sein, den du machen könntest, um nachhaltiger zu leben",schlecht/unpassend,enauso nutzlos wie der vorherige Satz,Follow/Neutral,,,I don't know.,"That's totally okay. Changes are often difficult and it can take time to know how to start. Let's think about it together. What could be the smallest, easiest step you could take to live more sustainablely?",0.0
681,682,7,59.0,2023-08-08 14:53:51.61187,Mülltrennung,Follow/Neutral,,,,2023-08-08 14:54:05.097695,"Das ist ein großartiger erster Schritt! Mülltrennung kann einen erheblichen Unterschied machen, wenn es um Nachhaltigkeit geht. Und es ist eine Veränderung, die relativ einfach umzusetzen ist. 

Auf einer Skala von 0 (überhaupt nicht) bis 10 (sehr), wie zuversichtlich bist du, dass du die Mülltrennung umsetzen könntest",gut/hilfreich,,Follow/Neutral,,,Waste separation,"This is a great first step! Waste separation can make a significant difference when it comes to sustainability. And it's a change that's relatively easy to implement. On a scale from 0 (not at all) to 10 (very), how confident you are that you can implement the waste separation",0.0
682,683,8,59.0,2023-08-08 14:55:00.509149,0,Follow/Neutral,,,,2023-08-08 14:55:12.681965,"Das klingt, als hättest du noch Bedenken. Es ist völlig in Ordnung, wenn du noch nicht bereit bist, diesen Schritt zu gehen. Es ist wichtig, dass wir eine Veränderung finden, die für dich machbar und sinnvoll ist. 

Was denkst du, hält dich davon ab, mit der Mülltrennung zu beginnen",schlecht/unpassend,,Follow/Neutral,,,0,It sounds like you still have concerns. It's perfectly okay if you're not ready to take this step yet. It's important that we find a change that's feasible and useful for you. What do you think keeps you from starting the garbage separation?,0.0
683,684,9,59.0,2023-08-08 14:56:11.993241,Da zieht mein Haushalt nie mit,Follow/Neutral,,,,2023-08-08 14:56:22.312456,"Das klingt nach einer Herausforderung. Es kann schwierig sein, Veränderungen umzusetzen, wenn nicht alle im Haushalt dabei sind. Aber lass uns nicht entmutigen lassen. 

Hast du schon einmal darüber nachgedacht, mit deinem Haushalt darüber zu sprechen",gut/hilfreich,,Follow/Neutral,,,My household never goes with me.,"That sounds like a challenge. It can be difficult to implement changes if not all of them are in the household, but don't let us be discouraged. Have you ever thought about talking to your household about it?",0.0
684,685,10,59.0,2023-08-08 14:57:07.507909,Ja na klar,Follow/Neutral,,,Summary,2023-08-08 14:57:28.87226,"Lass mich unser bisheriges Gespräch zusammenfassen. Du hast also bereits versucht, mit deinem Haushalt über die Mülltrennung zu sprechen, aber es scheint, als wären sie nicht an Bord. Ändern ist immer herausfordernd, besonders wenn es darum geht, andere zu überzeugen. Du fühlst dich momentan nicht bereit, konkrete Schritte in Richtung Nachhaltigkeit zu unternehmen, da du das Gefühl hast, dass dein Haushalt nicht mitzieht. Es ist allerdings großartig, dass du dir Gedanken darüber machst und dich mit dem Thema auseinandersetzt. Habe ich noch etwas vergessen?",gut/hilfreich,,Follow/Neutral,,,"Yes, of course.","Let me sum up our conversation so far. So you've already tried to talk to your household about the waste separation, but it seems like they're not on board. Changing is always challenging, especially when it comes to convincing others. You don't feel ready to take concrete steps towards sustainability right now, because you feel that your household isn't moving along. However, it's great that you're thinking about it and dealing with the subject. Have I forgotten anything?",0.0
685,686,1,60.0,2023-08-08 14:58:07.047446,start,Follow/Neutral,,,,2023-08-08 14:58:08.696524,"Hallo! Ich bin MIcha, dein Motivations-Chatbot. 
                            Mein Ziel ist es, dir dabei zu helfen, dein Verhalten zu reflektieren und dich dabei zu unterstützen dir einen Plan für deine Verhaltensänderung zu erarbeiten. 
                            Bitte denke über meine Fragen genau nach und sieh sie vorwiegend als Gedankenanstöße, die dich mental näher an dein Ziel bringen. 
                            Ich bin nicht dafür da, dir Tipps oder Handlungsempfehlungen zu geben, sondern dafür, dir über deine Beweggründe und Werte klar zu werden. 
                                
                            Über welche Verhaltensänderung möchtest du heute sprechen?",,,Follow/Neutral,,,Start,"Hi! I'm MIcha, your motivational chatbot. My goal is to help you reflect on your behavior and help you develop a plan for your behavioral change. Please think carefully about my questions and see them primarily as thought impulses that bring you mentally closer to your goal. I'm not here to give you tips or recommendations for action, but to get clear about your motives and values. What behavioral change do you want to talk about today?",1.0
686,687,11,59.0,2023-08-08 14:58:39.40305,Ja genau,Follow/Neutral,,,Next Steps,2023-08-08 14:58:41.722929,Verstanden! Bitte verrate mir abschließend nochmal was dein nächster Schritt konkret sein wird.,gut/hilfreich,,Follow/Neutral,,,Yes exactly,Please tell me again what your next step will be concrete.,0.0
687,688,2,60.0,2023-08-08 14:58:44.604667,Ich möchte mich gesünder ernähren,change,Reason,desire,,2023-08-08 14:58:46.272289,"Du möchtest also gesünder essen. Kannst du mir etwas darüber erzählen, warum dir diese Veränderung wichtig ist?",,,change,Reason,desire,I want to eat healthier,So you want to eat healthier. Can you tell me something about why this change is important to you?,1.0
688,689,3,60.0,2023-08-08 14:59:07.287925,"Ich würde gerne etwas für meinen Körper machen, und abnehmen.",change,Reason,desire,,2023-08-08 14:59:10.601882,Wie wichtig ist dir diese Veränderung auf einer Skala von 0 (überhaupt nicht) bis 10 (sehr),,,change,Reason,desire,I'd like to do something for my body and lose weight.,How important is this change on a scale from 0 (not at all) to 10 (very),1.0
689,690,4,60.0,2023-08-08 14:59:15.960933,7,Follow/Neutral,,,,2023-08-08 14:59:17.763048,Eine 7. Du stehst dieser Veränderung also insgesamt positiv gegenüber. Kannst du mir etwas mehr über diese Einschätzung sagen? Warum hast du keinen höheren oder niedrigeren Wert angegeben?,,,Follow/Neutral,,,7,A 7. So you're positive about this change overall. Can you tell me a little more about this assessment? Why didn't you give a higher or lower value?,1.0
690,691,12,59.0,2023-08-08 14:59:40.255907,Nichtstun,Follow/Neutral,,,Goodbye,2023-08-08 14:59:42.336692,"Vielen Dank für deine Offenheit in unserem Gespräch. 
                            Ich hoffe es hat dir dabei geholfen, deinem Ziel zumindest gedanklich etwas näher zu kommen.",,,Follow/Neutral,,,Doing Nothing,Thank you for your openness in our conversation. I hope it helped you at least to get a little closer to your goal.,0.0
691,692,1,61.0,2023-08-08 14:59:50.948215,start,Follow/Neutral,,,,2023-08-08 14:59:53.123706,"Hallo! Ich bin MIcha, dein Motivations-Chatbot. 
                            Mein Ziel ist es, dir dabei zu helfen, dein Verhalten zu reflektieren und dich dabei zu unterstützen dir einen Plan für deine Verhaltensänderung zu erarbeiten. 
                            Bitte denke über meine Fragen genau nach und sieh sie vorwiegend als Gedankenanstöße, die dich mental näher an dein Ziel bringen. 
                            Ich bin nicht dafür da, dir Tipps oder Handlungsempfehlungen zu geben, sondern dafür, dir über deine Beweggründe und Werte klar zu werden. 
                                
                            Über welche Verhaltensänderung möchtest du heute sprechen?",,,Follow/Neutral,,,Start,"Hi! I'm MIcha, your motivational chatbot. My goal is to help you reflect on your behavior and help you develop a plan for your behavioral change. Please think carefully about my questions and see them primarily as thought impulses that bring you mentally closer to your goal. I'm not here to give you tips or recommendations for action, but to get clear about your motives and values. What behavioral change do you want to talk about today?",0.0
